Horário de Partida,Horário de Chegada,De,Para,Duração da viagem,Tipo de Serviço,Preço da passagem
09:15,11:15,"Sao Paulo, SP - Jabaquara","Santos, SP - Porto de Santos",2h 0m,Litoraneo,"R$32,40"
09:15,10:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
09:30,11:10,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Rodoviaria",1h 40m,Litoraneo,"R$29,30"
09:30,12:00,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Porto de Santos",2h 30m,Litoraneo,"R$29,30"
09:30,11:50,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Ponta da Praia",2h 20m,Litoraneo,"R$29,30"
09:35,10:30,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",0h 55m,"Litoraneo
15 disponíveis","R$32,40"
09:35,11:55,"Sao Paulo, SP - Jabaquara","Santos, SP - Porto de Santos",2h 20m,"Litoraneo
15 disponíveis","R$32,40"
09:35,11:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,"Litoraneo
15 disponíveis","R$32,40"
10:00,12:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Porto de Santos",2h 0m,Litoraneo,"R$32,40"
10:00,11:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
10:00,11:50,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
10:15,12:05,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
10:15,12:35,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Ponta da Praia",2h 20m,Litoraneo,"R$29,30"
10:15,11:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
10:15,11:55,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Rodoviaria",1h 40m,Litoraneo,"R$29,30"
10:15,12:45,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Porto de Santos",2h 30m,Litoraneo,"R$29,30"
10:35,11:45,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
10:35,12:15,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
10:45,11:55,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
10:45,12:35,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
10:45,12:45,"Sao Paulo, SP - Jabaquara","Santos, SP - Porto de Santos",2h 0m,Litoraneo,"R$32,40"
11:10,13:45,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Ponta da Praia",2h 35m,Litoraneo,"R$29,30"
11:10,14:15,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Porto de Santos",3h 5m,Litoraneo,"R$29,30"
11:10,12:50,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Rodoviaria",1h 40m,Litoraneo,"R$29,30"
11:20,12:30,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
11:20,13:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
11:45,13:45,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",2h 0m,Litoraneo,"R$32,40"
11:45,14:15,"Sao Paulo, SP - Jabaquara","Santos, SP - Porto de Santos",2h 30m,Litoraneo,"R$32,40"
11:45,12:50,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 5m,Litoraneo,"R$32,40"
12:00,13:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
12:00,13:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
12:10,14:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Porto de Santos",2h 0m,Litoraneo,"R$32,40"
12:10,14:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
12:10,13:20,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
12:30,14:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
12:30,13:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
12:50,14:50,"Sao Paulo, SP - Jabaquara","Santos, SP - Porto de Santos",2h 0m,Litoraneo,"R$32,40"
12:50,14:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
12:50,14:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
13:00,15:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",2h 10m,Litoraneo,"R$32,40"
13:00,14:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
13:10,14:20,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
13:10,15:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
13:30,15:40,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Ponta da Praia",2h 10m,Litoraneo,"R$29,30"
13:30,15:00,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Rodoviaria",1h 30m,Litoraneo,"R$29,30"
13:35,14:45,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
13:35,15:15,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
13:50,15:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
13:50,15:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
14:15,15:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
14:15,16:05,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
14:50,16:30,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
14:50,16:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
15:00,16:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
15:00,16:50,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
15:15,17:05,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
15:15,16:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
15:30,16:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
15:30,17:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
16:10,17:20,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
16:10,17:50,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
16:15,18:05,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
16:15,17:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
16:30,18:50,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Ponta da Praia",2h 20m,Litoraneo,"R$29,30"
16:30,18:10,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Rodoviaria",1h 40m,Litoraneo,"R$29,30"
16:30,17:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
16:30,18:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
16:45,18:35,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
16:45,17:55,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
17:00,18:50,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
17:00,18:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
17:00,18:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
17:00,18:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
17:10,19:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
17:10,18:20,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
17:20,18:30,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
17:20,19:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
17:45,19:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
17:50,19:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
17:50,19:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
18:10,20:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
18:10,19:20,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
18:30,20:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
18:40,20:30,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
18:40,19:50,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
19:00,20:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
19:00,20:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
19:10,20:20,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
19:10,21:55,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Ponta da Praia",2h 45m,Litoraneo,"R$29,30"
19:10,21:15,"Sao Paulo, SP - Aeroporto de Congonhas","Santos, SP - Rodoviaria",2h 5m,Litoraneo,"R$29,30"
19:10,21:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
19:40,21:30,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
19:40,21:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 30m,Litoraneo,"R$32,40"
19:40,20:50,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
19:40,21:30,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 50m,Litoraneo,"R$32,40"
19:55,21:15,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 20m,Litoraneo,"R$32,40"
20:15,21:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
20:15,22:05,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
20:30,21:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
20:30,22:00,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 30m,Litoraneo,"R$32,40"
21:15,23:05,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
21:15,22:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
21:30,22:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
21:30,23:20,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
21:45,23:25,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
22:30,00:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
22:30,23:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
23:00,00:10,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
23:00,00:40,"Sao Paulo, SP - Jabaquara","Santos, SP - Jose Menino",1h 40m,Litoraneo,"R$32,40"
23:45,01:35,"Sao Paulo, SP - Jabaquara","Santos, SP - Ponta da Praia",1h 50m,Litoraneo,"R$32,40"
23:45,00:55,"Sao Paulo, SP - Jabaquara","Santos, SP - Rodoviaria",1h 10m,Litoraneo,"R$32,40"
