Horário de Partida,Horário de Chegada,De,Para,Duração da viagem,Tipo de Serviço,Preço da passagem
18:30,08:15,"Sao Paulo, SP - Barra Funda","Navirai, MS",13h 45m,"Leito
3 disponíveis","R$378,44"
18:30,08:15,"Sao Paulo, SP - Barra Funda","Navirai, MS",13h 45m,"Cama - Cabine
8 disponíveis","R$489,61"
18:30,08:15,"Sao Paulo, SP - Barra Funda","Navirai, MS",13h 45m,"Leito
6 disponíveis","R$344,80"
